# Two-body Weber reference run
# m1=1.0  m2=1.0  q1=1.0  q2=-1.0  c=4.0
# q0=[-1.0, 0.0, 1.0, 0.0]
# p0=[0.0, -0.25, 0.0, 0.25]
# tspan=(0.0, 27.14080941082802)  (5 Kepler periods, T=5.428162)
# dt=1e-3  stride=10
# particle positions sampled every 10 steps
t	x1	y1	x2	y2
6.6800000000e+00	-7.3961754212e-01	1.3585011998e-01	7.3961754212e-01	-1.3585011998e-01
6.6900000000e+00	-7.3669533654e-01	1.3193329074e-01	7.3669533654e-01	-1.3193329074e-01
6.7000000000e+00	-7.3372609937e-01	1.2800803923e-01	7.3372609937e-01	-1.2800803923e-01
6.7100000000e+00	-7.3070931839e-01	1.2407449364e-01	7.3070931839e-01	-1.2407449364e-01
6.7200000000e+00	-7.2764446964e-01	1.2013278671e-01	7.2764446964e-01	-1.2013278671e-01
6.7300000000e+00	-7.2453101705e-01	1.1618305596e-01	7.2453101705e-01	-1.1618305596e-01
6.7400000000e+00	-7.2136841206e-01	1.1222544393e-01	7.2136841206e-01	-1.1222544393e-01
6.7500000000e+00	-7.1815609319e-01	1.0826009839e-01	7.1815609319e-01	-1.0826009839e-01
6.7600000000e+00	-7.1489348567e-01	1.0428717263e-01	7.1489348567e-01	-1.0428717263e-01
6.7700000000e+00	-7.1158000097e-01	1.0030682568e-01	7.1158000097e-01	-1.0030682568e-01
6.7800000000e+00	-7.0821503634e-01	9.6319222638e-02	7.0821503634e-01	-9.6319222638e-02
6.7900000000e+00	-7.0479797439e-01	9.2324534942e-02	7.0479797439e-01	-9.2324534942e-02
6.8000000000e+00	-7.0132818252e-01	8.8322940679e-02	7.0132818252e-01	-8.8322940679e-02
6.8100000000e+00	-6.9780501246e-01	8.4314624924e-02	6.9780501246e-01	-8.4314624924e-02
6.8200000000e+00	-6.9422779970e-01	8.0299780090e-02	6.9422779970e-01	-8.0299780090e-02
6.8300000000e+00	-6.9059586298e-01	7.6278606298e-02	6.9059586298e-01	-7.6278606298e-02
6.8400000000e+00	-6.8690850362e-01	7.2251311765e-02	6.8690850362e-01	-7.2251311765e-02
6.8500000000e+00	-6.8316500499e-01	6.8218113227e-02	6.8316500499e-01	-6.8218113227e-02
6.8600000000e+00	-6.7936463181e-01	6.4179236369e-02	6.7936463181e-01	-6.4179236369e-02
6.8700000000e+00	-6.7550662954e-01	6.0134916301e-02	6.7550662954e-01	-6.0134916301e-02
6.8800000000e+00	-6.7159022360e-01	5.6085398048e-02	6.7159022360e-01	-5.6085398048e-02
6.8900000000e+00	-6.6761461870e-01	5.2030937076e-02	6.6761461870e-01	-5.2030937076e-02
6.9000000000e+00	-6.6357899807e-01	4.7971799851e-02	6.6357899807e-01	-4.7971799851e-02
6.9100000000e+00	-6.5948252262e-01	4.3908264434e-02	6.5948252262e-01	-4.3908264434e-02
6.9200000000e+00	-6.5532433011e-01	3.9840621110e-02	6.5532433011e-01	-3.9840621110e-02
6.9300000000e+00	-6.5110353429e-01	3.5769173060e-02	6.5110353429e-01	-3.5769173060e-02
6.9400000000e+00	-6.4681922395e-01	3.1694237076e-02	6.4681922395e-01	-3.1694237076e-02
6.9500000000e+00	-6.4247046195e-01	2.7616144325e-02	6.4247046195e-01	-2.7616144325e-02
6.9600000000e+00	-6.3805628423e-01	2.3535241160e-02	6.3805628423e-01	-2.3535241160e-02
6.9700000000e+00	-6.3357569867e-01	1.9451889990e-02	6.3357569867e-01	-1.9451889990e-02
6.9800000000e+00	-6.2902768407e-01	1.5366470202e-02	6.2902768407e-01	-1.5366470202e-02
6.9900000000e+00	-6.2441118885e-01	1.1279379154e-02	6.2441118885e-01	-1.1279379154e-02
7.0000000000e+00	-6.1972512990e-01	7.1910332325e-03	6.1972512990e-01	-7.1910332325e-03
7.0100000000e+00	-6.1496839123e-01	3.1018689843e-03	6.1496839123e-01	-3.1018689843e-03
7.0200000000e+00	-6.1013982260e-01	-9.8765566853e-04	6.1013982260e-01	9.8765566853e-04
7.0300000000e+00	-6.0523823808e-01	-5.0770601299e-03	6.0523823808e-01	5.0770601299e-03
7.0400000000e+00	-6.0026241451e-01	-9.1658397341e-03	6.0026241451e-01	9.1658397341e-03
7.0500000000e+00	-5.9521108989e-01	-1.3253464249e-02	5.9521108989e-01	1.3253464249e-02
7.0600000000e+00	-5.9008296174e-01	-1.7339376264e-02	5.9008296174e-01	1.7339376264e-02
7.0700000000e+00	-5.8487668521e-01	-2.1422989466e-02	5.8487668521e-01	2.1422989466e-02
7.0800000000e+00	-5.7959087130e-01	-2.5503686768e-02	5.7959087130e-01	2.5503686768e-02
7.0900000000e+00	-5.7422408480e-01	-2.9580818310e-02	5.7422408480e-01	2.9580818310e-02
7.1000000000e+00	-5.6877484221e-01	-3.3653699289e-02	5.6877484221e-01	3.3653699289e-02
7.1100000000e+00	-5.6324160954e-01	-3.7721607628e-02	5.6324160954e-01	3.7721607628e-02
7.1200000000e+00	-5.5762279992e-01	-4.1783781448e-02	5.5762279992e-01	4.1783781448e-02
7.1300000000e+00	-5.5191677116e-01	-4.5839416341e-02	5.5191677116e-01	4.5839416341e-02
7.1400000000e+00	-5.4612182311e-01	-4.9887662416e-02	5.4612182311e-01	4.9887662416e-02
7.1500000000e+00	-5.4023619486e-01	-5.3927621093e-02	5.4023619486e-01	5.3927621093e-02
7.1600000000e+00	-5.3425806184e-01	-5.7958341631e-02	5.3425806184e-01	5.7958341631e-02
7.1700000000e+00	-5.2818553271e-01	-6.1978817358e-02	5.2818553271e-01	6.1978817358e-02
7.1800000000e+00	-5.2201664603e-01	-6.5987981561e-02	5.2201664603e-01	6.5987981561e-02
7.1900000000e+00	-5.1574936678e-01	-6.9984703029e-02	5.1574936678e-01	6.9984703029e-02
7.2000000000e+00	-5.0938158270e-01	-7.3967781179e-02	5.0938158270e-01	7.3967781179e-02
7.2100000000e+00	-5.0291110035e-01	-7.7935940749e-02	5.0291110035e-01	7.7935940749e-02
7.2200000000e+00	-4.9633564094e-01	-8.1887825998e-02	4.9633564094e-01	8.1887825998e-02
7.2300000000e+00	-4.8965283597e-01	-8.5821994358e-02	4.8965283597e-01	8.5821994358e-02
7.2400000000e+00	-4.8286022257e-01	-8.9736909485e-02	4.8286022257e-01	8.9736909485e-02
7.2500000000e+00	-4.7595523856e-01	-9.3630933636e-02	4.7595523856e-01	9.3630933636e-02
7.2600000000e+00	-4.6893521722e-01	-9.7502319301e-02	4.6893521722e-01	9.7502319301e-02
7.2700000000e+00	-4.6179738179e-01	-1.0134920000e-01	4.6179738179e-01	1.0134920000e-01
7.2800000000e+00	-4.5453883964e-01	-1.0516958013e-01	4.5453883964e-01	1.0516958013e-01
7.2900000000e+00	-4.4715657607e-01	-1.0896132382e-01	4.4715657607e-01	1.0896132382e-01
7.3000000000e+00	-4.3964744783e-01	-1.1272214254e-01	4.3964744783e-01	1.1272214254e-01
7.3100000000e+00	-4.3200817627e-01	-1.1644958150e-01	4.3200817627e-01	1.1644958150e-01
7.3200000000e+00	-4.2423534017e-01	-1.2014100446e-01	4.2423534017e-01	1.2014100446e-01
7.3300000000e+00	-4.1632536811e-01	-1.2379357700e-01	4.1632536811e-01	1.2379357700e-01
7.3400000000e+00	-4.0827453071e-01	-1.2740424784e-01	4.0827453071e-01	1.2740424784e-01
7.3500000000e+00	-4.0007893231e-01	-1.3096972809e-01	4.0007893231e-01	1.3096972809e-01
7.3600000000e+00	-3.9173450259e-01	-1.3448646811e-01	3.9173450259e-01	1.3448646811e-01
7.3700000000e+00	-3.8323698773e-01	-1.3795063171e-01	3.8323698773e-01	1.3795063171e-01
7.3800000000e+00	-3.7458194164e-01	-1.4135806719e-01	3.7458194164e-01	1.4135806719e-01
7.3900000000e+00	-3.6576471690e-01	-1.4470427508e-01	3.6576471690e-01	1.4470427508e-01
7.4000000000e+00	-3.5678045591e-01	-1.4798437177e-01	3.5678045591e-01	1.4798437177e-01
7.4100000000e+00	-3.4762408228e-01	-1.5119304876e-01	3.4762408228e-01	1.5119304876e-01
7.4200000000e+00	-3.3829029270e-01	-1.5432452681e-01	3.3829029270e-01	1.5432452681e-01
7.4300000000e+00	-3.2877354968e-01	-1.5737250424e-01	3.2877354968e-01	1.5737250424e-01
7.4400000000e+00	-3.1906807561e-01	-1.6033009863e-01	3.1906807561e-01	1.6033009863e-01
7.4500000000e+00	-3.0916784868e-01	-1.6318978105e-01	3.0916784868e-01	1.6318978105e-01
7.4600000000e+00	-2.9906660147e-01	-1.6594330161e-01	2.9906660147e-01	1.6594330161e-01
7.4700000000e+00	-2.8875782325e-01	-1.6858160538e-01	2.8875782325e-01	1.6858160538e-01
7.4800000000e+00	-2.7823476721e-01	-1.7109473728e-01	2.7823476721e-01	1.7109473728e-01
7.4900000000e+00	-2.6749046450e-01	-1.7347173448e-01	2.6749046450e-01	1.7347173448e-01
7.5000000000e+00	-2.5651774715e-01	-1.7570050492e-01	2.5651774715e-01	1.7570050492e-01
7.5100000000e+00	-2.4530928296e-01	-1.7776769032e-01	2.4530928296e-01	1.7776769032e-01
7.5200000000e+00	-2.3385762600e-01	-1.7965851215e-01	2.3385762600e-01	1.7965851215e-01
7.5300000000e+00	-2.2215528771e-01	-1.8135659920e-01	2.2215528771e-01	1.8135659920e-01
7.5400000000e+00	-2.1019483493e-01	-1.8284379595e-01	2.1019483493e-01	1.8284379595e-01
7.5500000000e+00	-1.9796902282e-01	-1.8409995145e-01	1.9796902282e-01	1.8409995145e-01
7.5600000000e+00	-1.8547097318e-01	-1.8510269010e-01	1.8547097318e-01	1.8510269010e-01
7.5700000000e+00	-1.7269441106e-01	-1.8582716789e-01	1.7269441106e-01	1.8582716789e-01
7.5800000000e+00	-1.5963397578e-01	-1.8624582110e-01	1.5963397578e-01	1.8624582110e-01
7.5900000000e+00	-1.4628562616e-01	-1.8632812031e-01	1.4628562616e-01	1.8632812031e-01
7.6000000000e+00	-1.3264716262e-01	-1.8604035032e-01	1.3264716262e-01	1.8604035032e-01
7.6100000000e+00	-1.1871889212e-01	-1.8534544861e-01	1.1871889212e-01	1.8534544861e-01
7.6200000000e+00	-1.0450446119e-01	-1.8420295121e-01	1.0450446119e-01	1.8420295121e-01
7.6300000000e+00	-9.0011878132e-02	-1.8256911609e-01	9.0011878132e-02	1.8256911609e-01
7.6400000000e+00	-7.5254731057e-02	-1.8039732007e-01	7.5254731057e-02	1.8039732007e-01
7.6500000000e+00	-6.0253579366e-02	-1.7763885145e-01	6.0253579366e-02	1.7763885145e-01
7.6600000000e+00	-4.5037445586e-02	-1.7424423859e-01	4.5037445586e-02	1.7424423859e-01
7.6700000000e+00	-2.9645256981e-02	-1.7016524553e-01	2.9645256981e-02	1.7016524553e-01
7.6800000000e+00	-1.4126987746e-02	-1.6535760103e-01	1.4126987746e-02	1.6535760103e-01
7.6900000000e+00	1.4558407093e-03	-1.5978437319e-01	-1.4558407093e-03	1.5978437319e-01
7.7000000000e+00	1.7030670832e-02	-1.5341964405e-01	-1.7030670832e-02	1.5341964405e-01
7.7100000000e+00	3.2515674421e-02	-1.4625182964e-01	-3.2515674421e-02	1.4625182964e-01
7.7200000000e+00	4.7822682902e-02	-1.3828580260e-01	-4.7822682902e-02	1.3828580260e-01
7.7300000000e+00	6.2860751177e-02	-1.2954315662e-01	-6.2860751177e-02	1.2954315662e-01
7.7400000000e+00	7.7539585484e-02	-1.2006062348e-01	-7.7539585484e-02	1.2006062348e-01
7.7500000000e+00	9.1772357177e-02	-1.0988749375e-01	-9.1772357177e-02	1.0988749375e-01
7.7600000000e+00	1.0547813345e-01	-9.9083198962e-02	-1.0547813345e-01	9.9083198962e-02
7.7700000000e+00	1.1858459805e-01	-8.7715595711e-02	-1.1858459805e-01	8.7715595711e-02
7.7800000000e+00	1.3103134133e-01	-7.5859493978e-02	-1.3103134133e-01	7.5859493978e-02
7.7900000000e+00	1.4277310634e-01	-6.3594580411e-02	-1.4277310634e-01	6.3594580411e-02
7.8000000000e+00	1.5378189523e-01	-5.1002390843e-02	-1.5378189523e-01	5.1002390843e-02
7.8100000000e+00	1.6404718724e-01	-3.8162759221e-02	-1.6404718724e-01	3.8162759221e-02
7.8200000000e+00	1.7357429185e-01	-2.5150527202e-02	-1.7357429185e-01	2.5150527202e-02
7.8300000000e+00	1.8238145105e-01	-1.2033129169e-02	-1.8238145105e-01	1.2033129169e-02
7.8400000000e+00	1.9049646459e-01	1.1307283612e-03	-1.9049646459e-01	-1.1307283612e-03
7.8500000000e+00	1.9795345375e-01	1.4291403663e-02	-1.9795345375e-01	-1.4291403663e-02
7.8600000000e+00	2.0479011427e-01	2.7407942181e-02	-2.0479011427e-01	-2.7407942181e-02
7.8700000000e+00	2.1104558155e-01	4.0447270992e-02	-2.1104558155e-01	-4.0447270992e-02
7.8800000000e+00	2.1675888615e-01	5.3383197413e-02	-2.1675888615e-01	-5.3383197413e-02
7.8900000000e+00	2.2196790924e-01	6.6195370569e-02	-2.2196790924e-01	-6.6195370569e-02
7.9000000000e+00	2.2670872788e-01	7.8868300177e-02	-2.2670872788e-01	-7.8868300177e-02
7.9100000000e+00	2.3101524749e-01	9.1390479617e-02	-2.3101524749e-01	-9.1390479617e-02
7.9200000000e+00	2.3491903588e-01	1.0375362994e-01	-2.3491903588e-01	-1.0375362994e-01
7.9300000000e+00	2.3844929318e-01	1.1595206370e-01	-2.3844929318e-01	-1.1595206370e-01
7.9400000000e+00	2.4163290890e-01	1.2798215859e-01	-2.4163290890e-01	-1.2798215859e-01
7.9500000000e+00	2.4449457196e-01	1.3984192681e-01	-2.4449457196e-01	-1.3984192681e-01
7.9600000000e+00	2.4705690969e-01	1.5153066585e-01	-2.4705690969e-01	-1.5153066585e-01
7.9700000000e+00	2.4934063997e-01	1.6304867676e-01	-2.4934063997e-01	-1.6304867676e-01
7.9800000000e+00	2.5136472629e-01	1.7439703797e-01	-2.5136472629e-01	-1.7439703797e-01
7.9900000000e+00	2.5314652895e-01	1.8557742415e-01	-2.5314652895e-01	-1.8557742415e-01
8.0000000000e+00	2.5470194889e-01	1.9659196158e-01	-2.5470194889e-01	-1.9659196158e-01
8.0100000000e+00	2.5604556180e-01	2.0744311289e-01	-2.5604556180e-01	-2.0744311289e-01
8.0200000000e+00	2.5719074184e-01	2.1813358526e-01	-2.5719074184e-01	-2.1813358526e-01
8.0300000000e+00	2.5814977455e-01	2.2866625772e-01	-2.5814977455e-01	-2.2866625772e-01
8.0400000000e+00	2.5893395953e-01	2.3904412338e-01	-2.5893395953e-01	-2.3904412338e-01
8.0500000000e+00	2.5955370318e-01	2.4927024398e-01	-2.5955370318e-01	-2.4927024398e-01
8.0600000000e+00	2.6001860234e-01	2.5934771400e-01	-2.6001860234e-01	-2.5934771400e-01
8.0700000000e+00	2.6033751962e-01	2.6927963261e-01	-2.6033751962e-01	-2.6927963261e-01
8.0800000000e+00	2.6051865100e-01	2.7906908189e-01	-2.6051865100e-01	-2.7906908189e-01
8.0900000000e+00	2.6056958666e-01	2.8871910995e-01	-2.6056958666e-01	-2.8871910995e-01
8.1000000000e+00	2.6049736558e-01	2.9823271811e-01	-2.6049736558e-01	-2.9823271811e-01
8.1100000000e+00	2.6030852456e-01	3.0761285122e-01	-2.6030852456e-01	-3.0761285122e-01
8.1200000000e+00	2.6000914241e-01	3.1686239061e-01	-2.6000914241e-01	-3.1686239061e-01
8.1300000000e+00	2.5960487954e-01	3.2598414899e-01	-2.5960487954e-01	-3.2598414899e-01
8.1400000000e+00	2.5910101374e-01	3.3498086705e-01	-2.5910101374e-01	-3.3498086705e-01
8.1500000000e+00	2.5850247236e-01	3.4385521130e-01	-2.5850247236e-01	-3.4385521130e-01
8.1600000000e+00	2.5781386138e-01	3.5260977300e-01	-2.5781386138e-01	-3.5260977300e-01
8.1700000000e+00	2.5703949164e-01	3.6124706779e-01	-2.5703949164e-01	-3.6124706779e-01
8.1800000000e+00	2.5618340258e-01	3.6976953608e-01	-2.5618340258e-01	-3.6976953608e-01
8.1900000000e+00	2.5524938377e-01	3.7817954382e-01	-2.5524938377e-01	-3.7817954382e-01
8.2000000000e+00	2.5424099435e-01	3.8647938372e-01	-2.5424099435e-01	-3.8647938372e-01
8.2100000000e+00	2.5316158079e-01	3.9467127672e-01	-2.5316158079e-01	-3.9467127672e-01
8.2200000000e+00	2.5201429295e-01	4.0275737369e-01	-2.5201429295e-01	-4.0275737369e-01
8.2300000000e+00	2.5080209874e-01	4.1073975724e-01	-2.5080209874e-01	-4.1073975724e-01
8.2400000000e+00	2.4952779745e-01	4.1862044372e-01	-2.4952779745e-01	-4.1862044372e-01
8.2500000000e+00	2.4819403200e-01	4.2640138520e-01	-2.4819403200e-01	-4.2640138520e-01
8.2600000000e+00	2.4680329999e-01	4.3408447152e-01	-2.4680329999e-01	-4.3408447152e-01
8.2700000000e+00	2.4535796398e-01	4.4167153237e-01	-2.4535796398e-01	-4.4167153237e-01
8.2800000000e+00	2.4386026075e-01	4.4916433930e-01	-2.4386026075e-01	-4.4916433930e-01
8.2900000000e+00	2.4231230993e-01	4.5656460784e-01	-2.4231230993e-01	-4.5656460784e-01
8.3000000000e+00	2.4071612181e-01	4.6387399938e-01	-2.4071612181e-01	-4.6387399938e-01
8.3100000000e+00	2.3907360463e-01	4.7109412323e-01	-2.3907360463e-01	-4.7109412323e-01
8.3200000000e+00	2.3738657118e-01	4.7822653848e-01	-2.3738657118e-01	-4.7822653848e-01
8.3300000000e+00	2.3565674499e-01	4.8527275584e-01	-2.3565674499e-01	-4.8527275584e-01
8.3400000000e+00	2.3388576594e-01	4.9223423948e-01	-2.3388576594e-01	-4.9223423948e-01
8.3500000000e+00	2.3207519553e-01	4.9911240875e-01	-2.3207519553e-01	-4.9911240875e-01
8.3600000000e+00	2.3022652171e-01	5.0590863982e-01	-2.3022652171e-01	-5.0590863982e-01
8.3700000000e+00	2.2834116333e-01	5.1262426738e-01	-2.2834116333e-01	-5.1262426738e-01
8.3800000000e+00	2.2642047430e-01	5.1926058611e-01	-2.2642047430e-01	-5.1926058611e-01
8.3900000000e+00	2.2446574747e-01	5.2581885225e-01	-2.2446574747e-01	-5.2581885225e-01
8.4000000000e+00	2.2247821814e-01	5.3230028499e-01	-2.2247821814e-01	-5.3230028499e-01
8.4100000000e+00	2.2045906743e-01	5.3870606789e-01	-2.2045906743e-01	-5.3870606789e-01
8.4200000000e+00	2.1840942534e-01	5.4503735018e-01	-2.1840942534e-01	-5.4503735018e-01
8.4300000000e+00	2.1633037363e-01	5.5129524805e-01	-2.1633037363e-01	-5.5129524805e-01
8.4400000000e+00	2.1422294852e-01	5.5748084585e-01	-2.1422294852e-01	-5.5748084585e-01
8.4500000000e+00	2.1208814315e-01	5.6359519728e-01	-2.1208814315e-01	-5.6359519728e-01
8.4600000000e+00	2.0992690995e-01	5.6963932653e-01	-2.0992690995e-01	-5.6963932653e-01
8.4700000000e+00	2.0774016279e-01	5.7561422928e-01	-2.0774016279e-01	-5.7561422928e-01
8.4800000000e+00	2.0552877904e-01	5.8152087382e-01	-2.0552877904e-01	-5.8152087382e-01
8.4900000000e+00	2.0329360147e-01	5.8736020198e-01	-2.0329360147e-01	-5.8736020198e-01
8.5000000000e+00	2.0103544002e-01	5.9313313009e-01	-2.0103544002e-01	-5.9313313009e-01
8.5100000000e+00	1.9875507351e-01	5.9884054988e-01	-1.9875507351e-01	-5.9884054988e-01
8.5200000000e+00	1.9645325119e-01	6.0448332935e-01	-1.9645325119e-01	-6.0448332935e-01
8.5300000000e+00	1.9413069420e-01	6.1006231361e-01	-1.9413069420e-01	-6.1006231361e-01
8.5400000000e+00	1.9178809699e-01	6.1557832566e-01	-1.9178809699e-01	-6.1557832566e-01
8.5500000000e+00	1.8942612860e-01	6.2103216715e-01	-1.8942612860e-01	-6.2103216715e-01
8.5600000000e+00	1.8704543388e-01	6.2642461914e-01	-1.8704543388e-01	-6.2642461914e-01
8.5700000000e+00	1.8464663466e-01	6.3175644277e-01	-1.8464663466e-01	-6.3175644277e-01
8.5800000000e+00	1.8223033083e-01	6.3702837995e-01	-1.8223033083e-01	-6.3702837995e-01
8.5900000000e+00	1.7979710138e-01	6.4224115397e-01	-1.7979710138e-01	-6.4224115397e-01
8.6000000000e+00	1.7734750533e-01	6.4739547018e-01	-1.7734750533e-01	-6.4739547018e-01
8.6100000000e+00	1.7488208268e-01	6.5249201652e-01	-1.7488208268e-01	-6.5249201652e-01
8.6200000000e+00	1.7240135524e-01	6.5753146413e-01	-1.7240135524e-01	-6.5753146413e-01
8.6300000000e+00	1.6990582747e-01	6.6251446788e-01	-1.6990582747e-01	-6.6251446788e-01
8.6400000000e+00	1.6739598725e-01	6.6744166689e-01	-1.6739598725e-01	-6.6744166689e-01
8.6500000000e+00	1.6487230657e-01	6.7231368502e-01	-1.6487230657e-01	-6.7231368502e-01
8.6600000000e+00	1.6233524229e-01	6.7713113142e-01	-1.6233524229e-01	-6.7713113142e-01
8.6700000000e+00	1.5978523671e-01	6.8189460088e-01	-1.5978523671e-01	-6.8189460088e-01
8.6800000000e+00	1.5722271825e-01	6.8660467440e-01	-1.5722271825e-01	-6.8660467440e-01
8.6900000000e+00	1.5464810203e-01	6.9126191952e-01	-1.5464810203e-01	-6.9126191952e-01
8.7000000000e+00	1.5206179039e-01	6.9586689078e-01	-1.5206179039e-01	-6.9586689078e-01
8.7100000000e+00	1.4946417347e-01	7.0042013011e-01	-1.4946417347e-01	-7.0042013011e-01
8.7200000000e+00	1.4685562967e-01	7.0492216722e-01	-1.4685562967e-01	-7.0492216722e-01
8.7300000000e+00	1.4423652615e-01	7.0937351992e-01	-1.4423652615e-01	-7.0937351992e-01
8.7400000000e+00	1.4160721927e-01	7.1377469454e-01	-1.4160721927e-01	-7.1377469454e-01
8.7500000000e+00	1.3896805505e-01	7.1812618621e-01	-1.3896805505e-01	-7.1812618621e-01
8.7600000000e+00	1.3631936953e-01	7.2242847924e-01	-1.3631936953e-01	-7.2242847924e-01
8.7700000000e+00	1.3366148921e-01	7.2668204738e-01	-1.3366148921e-01	-7.2668204738e-01
8.7800000000e+00	1.3099473141e-01	7.3088735417e-01	-1.3099473141e-01	-7.3088735417e-01
8.7900000000e+00	1.2831940461e-01	7.3504485320e-01	-1.2831940461e-01	-7.3504485320e-01
8.8000000000e+00	1.2563580880e-01	7.3915498841e-01	-1.2563580880e-01	-7.3915498841e-01
8.8100000000e+00	1.2294423578e-01	7.4321819435e-01	-1.2294423578e-01	-7.4321819435e-01
8.8200000000e+00	1.2024496953e-01	7.4723489645e-01	-1.2024496953e-01	-7.4723489645e-01
8.8300000000e+00	1.1753828643e-01	7.5120551127e-01	-1.1753828643e-01	-7.5120551127e-01
8.8400000000e+00	1.1482445557e-01	7.5513044674e-01	-1.1482445557e-01	-7.5513044674e-01
8.8500000000e+00	1.1210373905e-01	7.5901010239e-01	-1.1210373905e-01	-7.5901010239e-01
8.8600000000e+00	1.0937639218e-01	7.6284486960e-01	-1.0937639218e-01	-7.6284486960e-01
8.8700000000e+00	1.0664266377e-01	7.6663513178e-01	-1.0664266377e-01	-7.6663513178e-01
8.8800000000e+00	1.0390279633e-01	7.7038126463e-01	-1.0390279633e-01	-7.7038126463e-01
8.8900000000e+00	1.0115702634e-01	7.7408363629e-01	-1.0115702634e-01	-7.7408363629e-01
8.9000000000e+00	9.8405584407e-02	7.7774260758e-01	-9.8405584407e-02	-7.7774260758e-01
8.9100000000e+00	9.5648695518e-02	7.8135853216e-01	-9.5648695518e-02	-7.8135853216e-01
8.9200000000e+00	9.2886579212e-02	7.8493175676e-01	-9.2886579212e-02	-7.8493175676e-01
8.9300000000e+00	9.0119449781e-02	7.8846262129e-01	-9.0119449781e-02	-7.8846262129e-01
8.9400000000e+00	8.7347516444e-02	7.9195145908e-01	-8.7347516444e-02	-7.9195145908e-01
8.9500000000e+00	8.4570983523e-02	7.9539859697e-01	-8.4570983523e-02	-7.9539859697e-01
8.9600000000e+00	8.1790050610e-02	7.9880435558e-01	-8.1790050610e-02	-7.9880435558e-01
8.9700000000e+00	7.9004912727e-02	8.0216904934e-01	-7.9004912727e-02	-8.0216904934e-01
8.9800000000e+00	7.6215760478e-02	8.0549298673e-01	-7.6215760478e-02	-8.0549298673e-01
8.9900000000e+00	7.3422780199e-02	8.0877647040e-01	-7.3422780199e-02	-8.0877647040e-01
9.0000000000e+00	7.0626154096e-02	8.1201979731e-01	-7.0626154096e-02	-8.1201979731e-01
9.0100000000e+00	6.7826060385e-02	8.1522325884e-01	-6.7826060385e-02	-8.1522325884e-01
9.0200000000e+00	6.5022673419e-02	8.1838714098e-01	-6.5022673419e-02	-8.1838714098e-01
9.0300000000e+00	6.2216163817e-02	8.2151172441e-01	-6.2216163817e-02	-8.2151172441e-01
9.0400000000e+00	5.9406698583e-02	8.2459728464e-01	-5.9406698583e-02	-8.2459728464e-01
9.0500000000e+00	5.6594441221e-02	8.2764409214e-01	-5.6594441221e-02	-8.2764409214e-01
9.0600000000e+00	5.3779551852e-02	8.3065241242e-01	-5.3779551852e-02	-8.3065241242e-01
9.0700000000e+00	5.0962187318e-02	8.3362250620e-01	-5.0962187318e-02	-8.3362250620e-01
9.0800000000e+00	4.8142501285e-02	8.3655462949e-01	-4.8142501285e-02	-8.3655462949e-01
9.0900000000e+00	4.5320644346e-02	8.3944903366e-01	-4.5320644346e-02	-8.3944903366e-01
9.1000000000e+00	4.2496764117e-02	8.4230596563e-01	-4.2496764117e-02	-8.4230596563e-01
9.1100000000e+00	3.9671005326e-02	8.4512566788e-01	-3.9671005326e-02	-8.4512566788e-01
9.1200000000e+00	3.6843509909e-02	8.4790837860e-01	-3.6843509909e-02	-8.4790837860e-01
9.1300000000e+00	3.4014417090e-02	8.5065433178e-01	-3.4014417090e-02	-8.5065433178e-01
9.1400000000e+00	3.1183863471e-02	8.5336375728e-01	-3.1183863471e-02	-8.5336375728e-01
9.1500000000e+00	2.8351983106e-02	8.5603688092e-01	-2.8351983106e-02	-8.5603688092e-01
9.1600000000e+00	2.5518907583e-02	8.5867392461e-01	-2.5518907583e-02	-8.5867392461e-01
9.1700000000e+00	2.2684766096e-02	8.6127510637e-01	-2.2684766096e-02	-8.6127510637e-01
9.1800000000e+00	1.9849685521e-02	8.6384064046e-01	-1.9849685521e-02	-8.6384064046e-01
9.1900000000e+00	1.7013790483e-02	8.6637073743e-01	-1.7013790483e-02	-8.6637073743e-01
9.2000000000e+00	1.4177203424e-02	8.6886560422e-01	-1.4177203424e-02	-8.6886560422e-01
9.2100000000e+00	1.1340044670e-02	8.7132544422e-01	-1.1340044670e-02	-8.7132544422e-01
9.2200000000e+00	8.5024324915e-03	8.7375045733e-01	-8.5024324915e-03	-8.7375045733e-01
9.2300000000e+00	5.6644831683e-03	8.7614084007e-01	-5.6644831683e-03	-8.7614084007e-01
9.2400000000e+00	2.8263110451e-03	8.7849678559e-01	-2.8263110451e-03	-8.7849678559e-01
9.2500000000e+00	-1.1971409683e-05	8.8081848382e-01	1.1971409683e-05	-8.8081848382e-01
9.2600000000e+00	-2.8502535486e-03	8.8310612144e-01	2.8502535486e-03	-8.8310612144e-01
9.2700000000e+00	-5.6884264918e-03	8.8535988201e-01	5.6884264918e-03	-8.8535988201e-01
9.2800000000e+00	-8.5263830751e-03	8.8757994600e-01	8.5263830751e-03	-8.8757994600e-01
9.2900000000e+00	-1.1364017800e-02	8.8976649088e-01	1.1364017800e-02	-8.8976649088e-01
9.3000000000e+00	-1.4201226783e-02	8.9191969113e-01	1.4201226783e-02	-8.9191969113e-01
9.3100000000e+00	-1.7037907713e-02	8.9403971834e-01	1.7037907713e-02	-8.9403971834e-01
9.3200000000e+00	-1.9873959801e-02	8.9612674126e-01	1.9873959801e-02	-8.9612674126e-01
