# Two-body Weber reference run
# m1=1.0  m2=1.0  q1=1.0  q2=-1.0  c=4.0
# q0=[-1.0, 0.0, 1.0, 0.0]
# p0=[0.0, -0.25, 0.0, 0.25]
# tspan=(0.0, 27.14080941082802)  (5 Kepler periods, T=5.428162)
# dt=1e-3  stride=10
# total Hamiltonian H = T + U with kinetic T and potential U components
t	H	T	U
6.5600000000e+00	-4.3750000128e-01	1.8661970063e-01	-6.2411970191e-01
6.5700000000e+00	-4.3750000130e-01	1.8902299553e-01	-6.2652299682e-01
6.5800000000e+00	-4.3750000131e-01	1.9146800297e-01	-6.2896800428e-01
6.5900000000e+00	-4.3750000133e-01	1.9395565529e-01	-6.3145565662e-01
6.6000000000e+00	-4.3750000135e-01	1.9648691533e-01	-6.3398691668e-01
6.6100000000e+00	-4.3750000137e-01	1.9906277768e-01	-6.3656277905e-01
6.6200000000e+00	-4.3750000139e-01	2.0168427003e-01	-6.3918427141e-01
6.6300000000e+00	-4.3750000141e-01	2.0435245453e-01	-6.4185245593e-01
6.6400000000e+00	-4.3750000142e-01	2.0706842925e-01	-6.4456843067e-01
6.6500000000e+00	-4.3750000144e-01	2.0983332972e-01	-6.4733333116e-01
6.6600000000e+00	-4.3750000146e-01	2.1264833053e-01	-6.5014833199e-01
6.6700000000e+00	-4.3750000148e-01	2.1551464704e-01	-6.5301464852e-01
6.6800000000e+00	-4.3750000149e-01	2.1843353714e-01	-6.5593353863e-01
6.6900000000e+00	-4.3750000151e-01	2.2140630316e-01	-6.5890630467e-01
6.7000000000e+00	-4.3750000153e-01	2.2443429385e-01	-6.6193429537e-01
6.7100000000e+00	-4.3750000154e-01	2.2751890645e-01	-6.6501890799e-01
6.7200000000e+00	-4.3750000156e-01	2.3066158893e-01	-6.6816159049e-01
6.7300000000e+00	-4.3750000158e-01	2.3386384230e-01	-6.7136384387e-01
6.7400000000e+00	-4.3750000159e-01	2.3712722308e-01	-6.7462722467e-01
6.7500000000e+00	-4.3750000161e-01	2.4045334589e-01	-6.7795334750e-01
6.7600000000e+00	-4.3750000162e-01	2.4384388625e-01	-6.8134388787e-01
6.7700000000e+00	-4.3750000163e-01	2.4730058340e-01	-6.8480058503e-01
6.7800000000e+00	-4.3750000165e-01	2.5082524347e-01	-6.8832524512e-01
6.7900000000e+00	-4.3750000166e-01	2.5441974271e-01	-6.9191974437e-01
6.8000000000e+00	-4.3750000167e-01	2.5808603093e-01	-6.9558603260e-01
6.8100000000e+00	-4.3750000168e-01	2.6182613520e-01	-6.9932613688e-01
6.8200000000e+00	-4.3750000169e-01	2.6564216372e-01	-7.0314216540e-01
6.8300000000e+00	-4.3750000170e-01	2.6953630995e-01	-7.0703631164e-01
6.8400000000e+00	-4.3750000170e-01	2.7351085701e-01	-7.1101085871e-01
6.8500000000e+00	-4.3750000171e-01	2.7756818234e-01	-7.1506818405e-01
6.8600000000e+00	-4.3750000171e-01	2.8171076266e-01	-7.1921076438e-01
6.8700000000e+00	-4.3750000172e-01	2.8594117924e-01	-7.2344118096e-01
6.8800000000e+00	-4.3750000172e-01	2.9026212353e-01	-7.2776212525e-01
6.8900000000e+00	-4.3750000172e-01	2.9467640315e-01	-7.3217640487e-01
6.9000000000e+00	-4.3750000171e-01	2.9918694830e-01	-7.3668695001e-01
6.9100000000e+00	-4.3750000171e-01	3.0379681853e-01	-7.4129682023e-01
6.9200000000e+00	-4.3750000170e-01	3.0850921008e-01	-7.4600921178e-01
6.9300000000e+00	-4.3750000169e-01	3.1332746364e-01	-7.5082746534e-01
6.9400000000e+00	-4.3750000168e-01	3.1825507269e-01	-7.5575507437e-01
6.9500000000e+00	-4.3750000166e-01	3.2329569237e-01	-7.6079569403e-01
6.9600000000e+00	-4.3750000164e-01	3.2845314909e-01	-7.6595315074e-01
6.9700000000e+00	-4.3750000162e-01	3.3373145075e-01	-7.7123145237e-01
6.9800000000e+00	-4.3750000160e-01	3.3913479769e-01	-7.7663479929e-01
6.9900000000e+00	-4.3750000157e-01	3.4466759455e-01	-7.8216759611e-01
7.0000000000e+00	-4.3750000153e-01	3.5033446290e-01	-7.8783446443e-01
7.0100000000e+00	-4.3750000149e-01	3.5614025492e-01	-7.9364025642e-01
7.0200000000e+00	-4.3750000145e-01	3.6209006810e-01	-7.9959006955e-01
7.0300000000e+00	-4.3750000140e-01	3.6818926103e-01	-8.0568926243e-01
7.0400000000e+00	-4.3750000135e-01	3.7444347055e-01	-8.1194347189e-01
7.0500000000e+00	-4.3750000128e-01	3.8085863014e-01	-8.1835863143e-01
7.0600000000e+00	-4.3750000122e-01	3.8744098994e-01	-8.2494099116e-01
7.0700000000e+00	-4.3750000114e-01	3.9419713827e-01	-8.3169713941e-01
7.0800000000e+00	-4.3750000106e-01	4.0113402505e-01	-8.3863402611e-01
7.0900000000e+00	-4.3750000096e-01	4.0825898713e-01	-8.4575898810e-01
7.1000000000e+00	-4.3750000086e-01	4.1557977585e-01	-8.5307977671e-01
7.1100000000e+00	-4.3750000074e-01	4.2310458693e-01	-8.6060458767e-01
7.1200000000e+00	-4.3750000062e-01	4.3084209301e-01	-8.6834209363e-01
7.1300000000e+00	-4.3750000048e-01	4.3880147914e-01	-8.7630147963e-01
7.1400000000e+00	-4.3750000033e-01	4.4699248146e-01	-8.8449248179e-01
7.1500000000e+00	-4.3750000017e-01	4.5542542937e-01	-8.9292542954e-01
7.1600000000e+00	-4.3749999998e-01	4.6411129180e-01	-9.0161129179e-01
7.1700000000e+00	-4.3749999979e-01	4.7306172772e-01	-9.1056172750e-01
7.1800000000e+00	-4.3749999957e-01	4.8228914156e-01	-9.1978914113e-01
7.1900000000e+00	-4.3749999933e-01	4.9180674413e-01	-9.2930674346e-01
7.2000000000e+00	-4.3749999907e-01	5.0162861947e-01	-9.3912861854e-01
7.2100000000e+00	-4.3749999878e-01	5.1176979855e-01	-9.4926979733e-01
7.2200000000e+00	-4.3749999847e-01	5.2224634046e-01	-9.5974633893e-01
7.2300000000e+00	-4.3749999813e-01	5.3307542216e-01	-9.7057542030e-01
7.2400000000e+00	-4.3749999776e-01	5.4427543765e-01	-9.8177543541e-01
7.2500000000e+00	-4.3749999735e-01	5.5586610788e-01	-9.9336610524e-01
7.2600000000e+00	-4.3749999691e-01	5.6786860270e-01	-1.0053685996e+00
7.2700000000e+00	-4.3749999643e-01	5.8030567640e-01	-1.0178056728e+00
7.2800000000e+00	-4.3749999590e-01	5.9320181860e-01	-1.0307018145e+00
7.2900000000e+00	-4.3749999532e-01	6.0658342256e-01	-1.0440834179e+00
7.3000000000e+00	-4.3749999470e-01	6.2047897321e-01	-1.0579789679e+00
7.3100000000e+00	-4.3749999401e-01	6.3491925760e-01	-1.0724192516e+00
7.3200000000e+00	-4.3749999326e-01	6.4993760088e-01	-1.0874375941e+00
7.3300000000e+00	-4.3749999245e-01	6.6557013145e-01	-1.1030701239e+00
7.3400000000e+00	-4.3749999156e-01	6.8185607933e-01	-1.1193560709e+00
7.3500000000e+00	-4.3749999060e-01	6.9883811266e-01	-1.1363381033e+00
7.3600000000e+00	-4.3749998955e-01	7.1656271785e-01	-1.1540627074e+00
7.3700000000e+00	-4.3749998842e-01	7.3508062987e-01	-1.1725806183e+00
7.3800000000e+00	-4.3749998719e-01	7.5444732021e-01	-1.1919473074e+00
7.3900000000e+00	-4.3749998586e-01	7.7472355124e-01	-1.2122235371e+00
7.4000000000e+00	-4.3749998443e-01	7.9597600705e-01	-1.2334759915e+00
7.4100000000e+00	-4.3749998291e-01	8.1827801263e-01	-1.2557779955e+00
7.4200000000e+00	-4.3749998128e-01	8.4171035477e-01	-1.2792103360e+00
7.4300000000e+00	-4.3749997957e-01	8.6636222049e-01	-1.3038622001e+00
7.4400000000e+00	-4.3749997777e-01	8.9233227086e-01	-1.3298322486e+00
7.4500000000e+00	-4.3749997593e-01	9.1972987044e-01	-1.3572298464e+00
7.4600000000e+00	-4.3749997409e-01	9.4867649529e-01	-1.3861764694e+00
7.4700000000e+00	-4.3749997230e-01	9.7930734452e-01	-1.4168073168e+00
7.4800000000e+00	-4.3749997065e-01	1.0117731823e+00	-1.4492731530e+00
7.4900000000e+00	-4.3749996930e-01	1.0462424377e+00	-1.4837424070e+00
7.5000000000e+00	-4.3749996845e-01	1.0829035873e+00	-1.5204035557e+00
7.5100000000e+00	-4.3749996839e-01	1.1219678415e+00	-1.5594678099e+00
7.5200000000e+00	-4.3749996956e-01	1.1636721394e+00	-1.6011721090e+00
7.5300000000e+00	-4.3749997259e-01	1.2082824353e+00	-1.6457824078e+00
7.5400000000e+00	-4.3749997838e-01	1.2560972139e+00	-1.6935971923e+00
7.5500000000e+00	-4.3749998827e-01	1.3074510993e+00	-1.7449510875e+00
7.5600000000e+00	-4.3750000417e-01	1.3627182928e+00	-1.8002182969e+00
7.5700000000e+00	-4.3750002890e-01	1.4223153802e+00	-1.8598154091e+00
7.5800000000e+00	-4.3750006657e-01	1.4867027159e+00	-1.9242027825e+00
7.5900000000e+00	-4.3750012320e-01	1.5563830838e+00	-1.9938832070e+00
7.6000000000e+00	-4.3750020763e-01	1.6318955341e+00	-2.0693957417e+00
7.6100000000e+00	-4.3750033279e-01	1.7138010866e+00	-2.1513014194e+00
7.6200000000e+00	-4.3750051751e-01	1.8026552117e+00	-2.2401557292e+00
7.6300000000e+00	-4.3750078895e-01	1.8989595044e+00	-2.3364602934e+00
7.6400000000e+00	-4.3750118558e-01	2.0030817721e+00	-2.4405829576e+00
7.6500000000e+00	-4.3750176030e-01	2.1151302737e+00	-2.5526320340e+00
7.6600000000e+00	-4.3750258232e-01	2.2347656132e+00	-2.6722681955e+00
7.6700000000e+00	-4.3750373485e-01	2.3609363538e+00	-2.7984400887e+00
7.6800000000e+00	-4.3750530324e-01	2.4915387259e+00	-2.9290440292e+00
7.6900000000e+00	-4.3750734623e-01	2.6230371269e+00	-3.0605444731e+00
7.7000000000e+00	-4.3750984518e-01	2.7501493604e+00	-3.1876592056e+00
7.7100000000e+00	-4.3751263882e-01	2.8657908755e+00	-3.3033035143e+00
7.7200000000e+00	-4.3751537744e-01	2.9615352194e+00	-3.3990505969e+00
7.7300000000e+00	-4.3751755511e-01	3.0287796113e+00	-3.4662971665e+00
7.7400000000e+00	-4.3751866051e-01	3.0605110000e+00	-3.4980296605e+00
7.7500000000e+00	-4.3751839857e-01	3.0531234474e+00	-3.4906418459e+00
7.7600000000e+00	-4.3751684132e-01	3.0074739529e+00	-3.4449907943e+00
7.7700000000e+00	-4.3751438975e-01	2.9286243347e+00	-3.3661387245e+00
7.7800000000e+00	-4.3751157769e-01	2.8244088850e+00	-3.2619204627e+00
7.7900000000e+00	-4.3750886380e-01	2.7035462194e+00	-3.1410550832e+00
7.8000000000e+00	-4.3750652554e-01	2.5740578033e+00	-3.0115643289e+00
7.8100000000e+00	-4.3750466334e-01	2.4423747729e+00	-2.8798794362e+00
7.8200000000e+00	-4.3750325962e-01	2.3131005610e+00	-2.7506038206e+00
7.8300000000e+00	-4.3750224096e-01	2.1891918177e+00	-2.6266940587e+00
7.8400000000e+00	-4.3750152052e-01	2.0723150919e+00	-2.5098166125e+00
7.8500000000e+00	-4.3750101961e-01	1.9632195186e+00	-2.4007205382e+00
7.8600000000e+00	-4.3750067514e-01	1.8620504660e+00	-2.2995511412e+00
7.8700000000e+00	-4.3750043996e-01	1.7685843148e+00	-2.2060847548e+00
7.8800000000e+00	-4.3750028018e-01	1.6823913176e+00	-2.1198915977e+00
7.8900000000e+00	-4.3750017210e-01	1.6029423493e+00	-2.0404425214e+00
7.9000000000e+00	-4.3750009932e-01	1.5296755225e+00	-1.9671756218e+00
7.9100000000e+00	-4.3750005064e-01	1.4620356557e+00	-1.8995357064e+00
7.9200000000e+00	-4.3750001840e-01	1.3994961113e+00	-1.8369961297e+00
7.9300000000e+00	-4.3749999737e-01	1.3415695651e+00	-1.7790695625e+00
7.9400000000e+00	-4.3749998399e-01	1.2878120535e+00	-1.7253120374e+00
7.9500000000e+00	-4.3749997582e-01	1.2378230991e+00	-1.6753230749e+00
7.9600000000e+00	-4.3749997119e-01	1.1912436746e+00	-1.6287436458e+00
7.9700000000e+00	-4.3749996895e-01	1.1477530883e+00	-1.5852530573e+00
7.9800000000e+00	-4.3749996830e-01	1.1070654404e+00	-1.5445654087e+00
7.9900000000e+00	-4.3749996870e-01	1.0689260271e+00	-1.5064259958e+00
8.0000000000e+00	-4.3749996976e-01	1.0331078996e+00	-1.4706078694e+00
8.0100000000e+00	-4.3749997124e-01	9.9940868193e-01	-1.4369086532e+00
8.0200000000e+00	-4.3749997295e-01	9.6764769138e-01	-1.4051476643e+00
8.0300000000e+00	-4.3749997478e-01	9.3766336733e-01	-1.3751633421e+00
8.0400000000e+00	-4.3749997663e-01	9.0931099697e-01	-1.3468109736e+00
8.0500000000e+00	-4.3749997845e-01	8.8246071508e-01	-1.3199606935e+00
8.0600000000e+00	-4.3749998022e-01	8.5699575142e-01	-1.2944957316e+00
8.0700000000e+00	-4.3749998190e-01	8.3281089833e-01	-1.2703108802e+00
8.0800000000e+00	-4.3749998349e-01	8.0981117231e-01	-1.2473111558e+00
8.0900000000e+00	-4.3749998498e-01	7.8791064532e-01	-1.2254106303e+00
8.1000000000e+00	-4.3749998637e-01	7.6703142383e-01	-1.2045314102e+00
8.1100000000e+00	-4.3749998766e-01	7.4710275629e-01	-1.1846027439e+00
8.1200000000e+00	-4.3749998885e-01	7.2806025199e-01	-1.1655602408e+00
8.1300000000e+00	-4.3749998995e-01	7.0984519641e-01	-1.1473451864e+00
8.1400000000e+00	-4.3749999097e-01	6.9240395021e-01	-1.1299039412e+00
8.1500000000e+00	-4.3749999190e-01	6.7568742089e-01	-1.1131874128e+00
8.1600000000e+00	-4.3749999276e-01	6.5965059727e-01	-1.0971505900e+00
8.1700000000e+00	-4.3749999355e-01	6.4425213879e-01	-1.0817521323e+00
8.1800000000e+00	-4.3749999427e-01	6.2945401240e-01	-1.0669540067e+00
8.1900000000e+00	-4.3749999494e-01	6.1522117092e-01	-1.0527211659e+00
8.2000000000e+00	-4.3749999555e-01	6.0152126762e-01	-1.0390212632e+00
8.2100000000e+00	-4.3749999610e-01	5.8832440243e-01	-1.0258243985e+00
8.2200000000e+00	-4.3749999661e-01	5.7560289590e-01	-1.0131028925e+00
8.2300000000e+00	-4.3749999708e-01	5.6333108745e-01	-1.0008310845e+00
8.2400000000e+00	-4.3749999751e-01	5.5148515506e-01	-9.8898515257e-01
8.2500000000e+00	-4.3749999790e-01	5.4004295366e-01	-9.7754295156e-01
8.2600000000e+00	-4.3749999826e-01	5.2898387028e-01	-9.6648386855e-01
8.2700000000e+00	-4.3749999859e-01	5.1828869373e-01	-9.5578869232e-01
8.2800000000e+00	-4.3749999889e-01	5.0793949735e-01	-9.4543949624e-01
8.2900000000e+00	-4.3749999917e-01	4.9791953323e-01	-9.3541953240e-01
8.3000000000e+00	-4.3749999942e-01	4.8821313674e-01	-9.2571313616e-01
8.3100000000e+00	-4.3749999965e-01	4.7880564007e-01	-9.1630563972e-01
8.3200000000e+00	-4.3749999986e-01	4.6968329392e-01	-9.0718329379e-01
8.3300000000e+00	-4.3750000005e-01	4.6083319652e-01	-8.9833319657e-01
8.3400000000e+00	-4.3750000023e-01	4.5224322896e-01	-8.8974322919e-01
8.3500000000e+00	-4.3750000039e-01	4.4390199653e-01	-8.8140199692e-01
8.3600000000e+00	-4.3750000054e-01	4.3579877510e-01	-8.7329877564e-01
8.3700000000e+00	-4.3750000067e-01	4.2792346227e-01	-8.6542346294e-01
8.3800000000e+00	-4.3750000079e-01	4.2026653272e-01	-8.5776653351e-01
8.3900000000e+00	-4.3750000090e-01	4.1281899734e-01	-8.5031899824e-01
8.4000000000e+00	-4.3750000100e-01	4.0557236579e-01	-8.4307236679e-01
8.4100000000e+00	-4.3750000109e-01	3.9851861219e-01	-8.3601861328e-01
8.4200000000e+00	-4.3750000117e-01	3.9165014356e-01	-8.2915014473e-01
8.4300000000e+00	-4.3750000124e-01	3.8495977081e-01	-8.2245977205e-01
8.4400000000e+00	-4.3750000131e-01	3.7844068209e-01	-8.1594068340e-01
8.4500000000e+00	-4.3750000137e-01	3.7208641817e-01	-8.0958641954e-01
8.4600000000e+00	-4.3750000142e-01	3.6589084976e-01	-8.0339085118e-01
8.4700000000e+00	-4.3750000147e-01	3.5984815653e-01	-7.9734815800e-01
8.4800000000e+00	-4.3750000151e-01	3.5395280779e-01	-7.9145280929e-01
8.4900000000e+00	-4.3750000155e-01	3.4819954448e-01	-7.8569954602e-01
8.5000000000e+00	-4.3750000158e-01	3.4258336264e-01	-7.8008336422e-01
8.5100000000e+00	-4.3750000161e-01	3.3709949799e-01	-7.7459949960e-01
8.5200000000e+00	-4.3750000163e-01	3.3174341161e-01	-7.6924341324e-01
8.5300000000e+00	-4.3750000165e-01	3.2651077668e-01	-7.6401077833e-01
8.5400000000e+00	-4.3750000167e-01	3.2139746615e-01	-7.5889746782e-01
8.5500000000e+00	-4.3750000168e-01	3.1639954124e-01	-7.5389954293e-01
8.5600000000e+00	-4.3750000169e-01	3.1151324074e-01	-7.4901324243e-01
8.5700000000e+00	-4.3750000170e-01	3.0673497102e-01	-7.4423497272e-01
8.5800000000e+00	-4.3750000171e-01	3.0206129676e-01	-7.3956129847e-01
8.5900000000e+00	-4.3750000171e-01	2.9748893222e-01	-7.3498893393e-01
8.6000000000e+00	-4.3750000172e-01	2.9301473316e-01	-7.3051473487e-01
8.6100000000e+00	-4.3750000172e-01	2.8863568921e-01	-7.2613569093e-01
8.6200000000e+00	-4.3750000171e-01	2.8434891679e-01	-7.2184891850e-01
8.6300000000e+00	-4.3750000171e-01	2.8015165244e-01	-7.1765165415e-01
8.6400000000e+00	-4.3750000171e-01	2.7604124659e-01	-7.1354124829e-01
8.6500000000e+00	-4.3750000170e-01	2.7201515769e-01	-7.0951515939e-01
8.6600000000e+00	-4.3750000169e-01	2.6807094676e-01	-7.0557094846e-01
8.6700000000e+00	-4.3750000168e-01	2.6420627219e-01	-7.0170627388e-01
8.6800000000e+00	-4.3750000168e-01	2.6041888492e-01	-6.9791888659e-01
8.6900000000e+00	-4.3750000166e-01	2.5670662385e-01	-6.9420662551e-01
8.7000000000e+00	-4.3750000165e-01	2.5306741159e-01	-6.9056741324e-01
8.7100000000e+00	-4.3750000164e-01	2.4949925042e-01	-6.8699925206e-01
8.7200000000e+00	-4.3750000163e-01	2.4600021843e-01	-6.8350022006e-01
8.7300000000e+00	-4.3750000161e-01	2.4256846600e-01	-6.8006846761e-01
8.7400000000e+00	-4.3750000160e-01	2.3920221238e-01	-6.7670221398e-01
8.7500000000e+00	-4.3750000159e-01	2.3589974249e-01	-6.7339974408e-01
8.7600000000e+00	-4.3750000157e-01	2.3265940394e-01	-6.7015940551e-01
8.7700000000e+00	-4.3750000155e-01	2.2947960413e-01	-6.6697960569e-01
8.7800000000e+00	-4.3750000154e-01	2.2635880760e-01	-6.6385880914e-01
8.7900000000e+00	-4.3750000152e-01	2.2329553346e-01	-6.6079553498e-01
8.8000000000e+00	-4.3750000151e-01	2.2028835296e-01	-6.5778835447e-01
8.8100000000e+00	-4.3750000149e-01	2.1733588725e-01	-6.5483588874e-01
8.8200000000e+00	-4.3750000147e-01	2.1443680518e-01	-6.5193680665e-01
8.8300000000e+00	-4.3750000145e-01	2.1158982126e-01	-6.4908982271e-01
8.8400000000e+00	-4.3750000144e-01	2.0879369371e-01	-6.4629369515e-01
8.8500000000e+00	-4.3750000142e-01	2.0604722263e-01	-6.4354722404e-01
8.8600000000e+00	-4.3750000140e-01	2.0334924822e-01	-6.4084924962e-01
8.8700000000e+00	-4.3750000138e-01	2.0069864915e-01	-6.3819865053e-01
8.8800000000e+00	-4.3750000136e-01	1.9809434095e-01	-6.3559434231e-01
8.8900000000e+00	-4.3750000134e-01	1.9553527453e-01	-6.3303527587e-01
8.9000000000e+00	-4.3750000133e-01	1.9302043473e-01	-6.3052043605e-01
8.9100000000e+00	-4.3750000131e-01	1.9054883897e-01	-6.2804884028e-01
8.9200000000e+00	-4.3750000129e-01	1.8811953597e-01	-6.2561953726e-01
8.9300000000e+00	-4.3750000127e-01	1.8573160451e-01	-6.2323160578e-01
8.9400000000e+00	-4.3750000125e-01	1.8338415222e-01	-6.2088415347e-01
8.9500000000e+00	-4.3750000123e-01	1.8107631454e-01	-6.1857631577e-01
8.9600000000e+00	-4.3750000121e-01	1.7880725357e-01	-6.1630725478e-01
8.9700000000e+00	-4.3750000120e-01	1.7657615712e-01	-6.1407615832e-01
8.9800000000e+00	-4.3750000118e-01	1.7438223770e-01	-6.1188223888e-01
8.9900000000e+00	-4.3750000116e-01	1.7222473161e-01	-6.0972473277e-01
9.0000000000e+00	-4.3750000114e-01	1.7010289806e-01	-6.0760289920e-01
9.0100000000e+00	-4.3750000112e-01	1.6801601831e-01	-6.0551601943e-01
9.0200000000e+00	-4.3750000110e-01	1.6596339488e-01	-6.0346339599e-01
9.0300000000e+00	-4.3750000109e-01	1.6394435078e-01	-6.0144435187e-01
9.0400000000e+00	-4.3750000107e-01	1.6195822876e-01	-5.9945822983e-01
9.0500000000e+00	-4.3750000105e-01	1.6000439061e-01	-5.9750439166e-01
9.0600000000e+00	-4.3750000103e-01	1.5808221649e-01	-5.9558221753e-01
9.0700000000e+00	-4.3750000102e-01	1.5619110430e-01	-5.9369110532e-01
9.0800000000e+00	-4.3750000100e-01	1.5433046902e-01	-5.9183047002e-01
9.0900000000e+00	-4.3750000098e-01	1.5249974217e-01	-5.8999974315e-01
9.1000000000e+00	-4.3750000096e-01	1.5069837120e-01	-5.8819837216e-01
9.1100000000e+00	-4.3750000095e-01	1.4892581896e-01	-5.8642581991e-01
9.1200000000e+00	-4.3750000093e-01	1.4718156322e-01	-5.8468156415e-01
9.1300000000e+00	-4.3750000091e-01	1.4546509609e-01	-5.8296509700e-01
9.1400000000e+00	-4.3750000090e-01	1.4377592362e-01	-5.8127592451e-01
9.1500000000e+00	-4.3750000088e-01	1.4211356529e-01	-5.7961356617e-01
9.1600000000e+00	-4.3750000086e-01	1.4047755361e-01	-5.7797755448e-01
9.1700000000e+00	-4.3750000085e-01	1.3886743365e-01	-5.7636743450e-01
9.1800000000e+00	-4.3750000083e-01	1.3728276267e-01	-5.7478276351e-01
9.1900000000e+00	-4.3750000082e-01	1.3572310973e-01	-5.7322311054e-01
9.2000000000e+00	-4.3750000080e-01	1.3418805527e-01	-5.7168805607e-01
9.2100000000e+00	-4.3750000079e-01	1.3267719083e-01	-5.7017719161e-01
9.2200000000e+00	-4.3750000077e-01	1.3119011861e-01	-5.6869011938e-01
9.2300000000e+00	-4.3750000076e-01	1.2972645123e-01	-5.6722645198e-01
9.2400000000e+00	-4.3750000074e-01	1.2828581133e-01	-5.6578581207e-01
9.2500000000e+00	-4.3750000073e-01	1.2686783132e-01	-5.6436783204e-01
9.2600000000e+00	-4.3750000071e-01	1.2547215304e-01	-5.6297215375e-01
9.2700000000e+00	-4.3750000070e-01	1.2409842753e-01	-5.6159842822e-01
9.2800000000e+00	-4.3750000068e-01	1.2274631468e-01	-5.6024631536e-01
9.2900000000e+00	-4.3750000067e-01	1.2141548303e-01	-5.5891548370e-01
9.3000000000e+00	-4.3750000065e-01	1.2010560950e-01	-5.5760561016e-01
9.3100000000e+00	-4.3750000064e-01	1.1881637913e-01	-5.5631637977e-01
9.3200000000e+00	-4.3750000063e-01	1.1754748484e-01	-5.5504748547e-01
9.3300000000e+00	-4.3750000061e-01	1.1629862723e-01	-5.5379862784e-01
9.3400000000e+00	-4.3750000060e-01	1.1506951434e-01	-5.5256951494e-01
9.3500000000e+00	-4.3750000059e-01	1.1385986144e-01	-5.5135986202e-01
9.3600000000e+00	-4.3750000057e-01	1.1266939083e-01	-5.5016939141e-01
9.3700000000e+00	-4.3750000056e-01	1.1149783166e-01	-5.4899783222e-01
9.3800000000e+00	-4.3750000055e-01	1.1034491970e-01	-5.4784492025e-01
9.3900000000e+00	-4.3750000054e-01	1.0921039719e-01	-5.4671039772e-01
9.4000000000e+00	-4.3750000052e-01	1.0809401265e-01	-5.4559401318e-01
9.4100000000e+00	-4.3750000051e-01	1.0699552073e-01	-5.4449552124e-01
9.4200000000e+00	-4.3750000050e-01	1.0591468200e-01	-5.4341468250e-01
9.4300000000e+00	-4.3750000049e-01	1.0485126284e-01	-5.4235126333e-01
9.4400000000e+00	-4.3750000048e-01	1.0380503527e-01	-5.4130503575e-01
9.4500000000e+00	-4.3750000047e-01	1.0277577679e-01	-5.4027577725e-01
9.4600000000e+00	-4.3750000045e-01	1.0176327023e-01	-5.3926327068e-01
9.4700000000e+00	-4.3750000044e-01	1.0076730365e-01	-5.3826730410e-01
9.4800000000e+00	-4.3750000043e-01	9.9787670185e-02	-5.3728767062e-01
9.4900000000e+00	-4.3750000042e-01	9.8824167893e-02	-5.3632416831e-01
9.5000000000e+00	-4.3750000041e-01	9.7876599665e-02	-5.3537660008e-01
9.5100000000e+00	-4.3750000040e-01	9.6944773088e-02	-5.3444477349e-01
9.5200000000e+00	-4.3750000039e-01	9.6028500332e-02	-5.3352850072e-01
9.5300000000e+00	-4.3750000038e-01	9.5127598033e-02	-5.3262759841e-01
9.5400000000e+00	-4.3750000037e-01	9.4241887189e-02	-5.3174188756e-01
9.5500000000e+00	-4.3750000036e-01	9.3371193052e-02	-5.3087119341e-01
9.5600000000e+00	-4.3750000035e-01	9.2515345026e-02	-5.3001534538e-01
9.5700000000e+00	-4.3750000034e-01	9.1674176568e-02	-5.2917417691e-01
9.5800000000e+00	-4.3750000033e-01	9.0847525095e-02	-5.2834752543e-01
9.5900000000e+00	-4.3750000032e-01	9.0035231886e-02	-5.2753523221e-01
9.6000000000e+00	-4.3750000031e-01	8.9237141999e-02	-5.2673714231e-01
9.6100000000e+00	-4.3750000030e-01	8.8453104181e-02	-5.2595310448e-01
9.6200000000e+00	-4.3750000029e-01	8.7682970782e-02	-5.2518297108e-01
9.6300000000e+00	-4.3750000029e-01	8.6926597680e-02	-5.2442659797e-01
9.6400000000e+00	-4.3750000028e-01	8.6183844196e-02	-5.2368384447e-01
9.6500000000e+00	-4.3750000027e-01	8.5454573023e-02	-5.2295457329e-01
9.6600000000e+00	-4.3750000026e-01	8.4738650148e-02	-5.2223865041e-01
9.6700000000e+00	-4.3750000025e-01	8.4035944785e-02	-5.2153594504e-01
9.6800000000e+00	-4.3750000024e-01	8.3346329303e-02	-5.2084632955e-01
9.6900000000e+00	-4.3750000024e-01	8.2669679160e-02	-5.2016967940e-01
9.7000000000e+00	-4.3750000023e-01	8.2005872839e-02	-5.1950587307e-01
9.7100000000e+00	-4.3750000022e-01	8.1354791784e-02	-5.1885479201e-01
9.7200000000e+00	-4.3750000021e-01	8.0716320341e-02	-5.1821632055e-01
9.7300000000e+00	-4.3750000021e-01	8.0090345697e-02	-5.1759034590e-01
9.7400000000e+00	-4.3750000020e-01	7.9476757825e-02	-5.1697675802e-01
9.7500000000e+00	-4.3750000019e-01	7.8875449430e-02	-5.1637544962e-01
9.7600000000e+00	-4.3750000019e-01	7.8286315890e-02	-5.1578631608e-01
9.7700000000e+00	-4.3750000018e-01	7.7709255212e-02	-5.1520925539e-01
9.7800000000e+00	-4.3750000017e-01	7.7144167977e-02	-5.1464416815e-01
9.7900000000e+00	-4.3750000017e-01	7.6590957292e-02	-5.1409095746e-01
9.8000000000e+00	-4.3750000016e-01	7.6049528744e-02	-5.1354952890e-01
9.8100000000e+00	-4.3750000015e-01	7.5519790356e-02	-5.1301979051e-01
9.8200000000e+00	-4.3750000015e-01	7.5001652539e-02	-5.1250165269e-01
9.8300000000e+00	-4.3750000014e-01	7.4495028055e-02	-5.1199502820e-01
