# Two-body Weber reference run
# m1=1.0  m2=1.0  q1=1.0  q2=-1.0  c=4.0
# q0=[-1.0, 0.0, 1.0, 0.0]
# p0=[0.0, -0.25, 0.0, 0.25]
# tspan=(0.0, 27.14080941082802)  (5 Kepler periods, T=5.428162)
# dt=1e-3  stride=10
# local error |E_t - E_{t-1}| and global error percent |(E_t - E_0)/E_0| * 100
t	local_err	global_err_percent
4.2500000000e+00	1.2072565170e-11	1.1652782866e-07
4.2600000000e+00	1.1909695452e-11	1.1380561255e-07
4.2700000000e+00	1.1747103290e-11	1.1112056037e-07
4.2800000000e+00	1.1585621351e-11	1.0847241835e-07
4.2900000000e+00	1.1424527990e-11	1.0586109767e-07
4.3000000000e+00	1.1264211786e-11	1.0328642069e-07
4.3100000000e+00	1.1104395181e-11	1.0074827322e-07
4.3200000000e+00	1.0945855333e-11	9.8246363426e-08
4.3300000000e+00	1.0787815086e-11	9.5780577120e-08
4.3400000000e+00	1.0630551994e-11	9.3350736665e-08
4.3500000000e+00	1.0474121570e-11	9.0956651734e-08
4.3600000000e+00	1.0318745858e-11	8.8598081252e-08
4.3700000000e+00	1.0164091790e-11	8.6274860272e-08
4.3800000000e+00	1.0009937323e-11	8.3986874598e-08
4.3900000000e+00	9.8567820572e-12	8.1733895842e-08
4.4000000000e+00	9.7047925252e-12	7.9515657550e-08
4.4100000000e+00	9.5535246381e-12	7.7331994776e-08
4.4200000000e+00	9.4028118625e-12	7.5182780636e-08
4.4300000000e+00	9.2533758433e-12	7.3067723300e-08
4.4400000000e+00	9.1043839134e-12	7.0986721263e-08
4.4500000000e+00	8.9565577177e-12	6.8939508070e-08
4.4600000000e+00	8.8098972562e-12	6.6925817269e-08
4.4700000000e+00	8.6632367946e-12	6.4945648859e-08
4.4800000000e+00	8.5180751341e-12	6.2998660257e-08
4.4900000000e+00	8.3736906298e-12	6.1084673827e-08
4.5000000000e+00	8.2299722592e-12	5.9203537311e-08
4.5100000000e+00	8.0871420671e-12	5.7355047695e-08
4.5200000000e+00	7.9450335200e-12	5.5539040034e-08
4.5300000000e+00	7.8039241735e-12	5.3755285937e-08
4.5400000000e+00	7.6637030055e-12	5.2003582393e-08
4.5500000000e+00	7.5240924602e-12	5.0283789830e-08
4.5600000000e+00	7.3854256044e-12	4.8595692549e-08
4.5700000000e+00	7.2474803936e-12	4.6939125602e-08
4.5800000000e+00	7.1105898947e-12	4.5313847912e-08
4.5900000000e+00	6.9740879738e-12	4.3719770661e-08
4.6000000000e+00	6.8386407648e-12	4.2156652772e-08
4.6100000000e+00	6.7033600892e-12	4.0624456180e-08
4.6200000000e+00	6.5694671925e-12	3.9122863679e-08
4.6300000000e+00	6.4360738961e-12	3.7651761074e-08
4.6400000000e+00	6.3035132669e-12	3.6210958042e-08
4.6500000000e+00	6.1712301935e-12	3.4800391140e-08
4.6600000000e+00	6.0404459212e-12	3.3419717787e-08
4.6700000000e+00	5.9094951155e-12	3.2068976046e-08
4.6800000000e+00	5.7795990216e-12	3.0747924841e-08
4.6900000000e+00	5.6506466173e-12	2.9456348472e-08
4.7000000000e+00	5.5219717687e-12	2.8194183496e-08
4.7100000000e+00	5.3940740763e-12	2.6961252278e-08
4.7200000000e+00	5.2669535400e-12	2.5757377184e-08
4.7300000000e+00	5.1400550483e-12	2.4582507458e-08
4.7400000000e+00	5.0139337127e-12	2.3436465467e-08
4.7500000000e+00	4.8884229997e-12	2.2319111638e-08
4.7600000000e+00	4.7635229095e-12	2.1230306402e-08
4.7700000000e+00	4.6390669084e-12	2.0169948251e-08
4.7800000000e+00	4.5153880635e-12	1.9137859551e-08
4.7900000000e+00	4.3920422854e-12	1.8133964172e-08
4.8000000000e+00	4.2693626412e-12	1.7158109854e-08
4.8100000000e+00	4.1470715750e-12	1.6210207779e-08
4.8200000000e+00	4.0251135758e-12	1.5290181819e-08
4.8300000000e+00	3.9037661992e-12	1.4397892402e-08
4.8400000000e+00	3.7833070010e-12	1.3533136516e-08
4.8500000000e+00	3.6626812694e-12	1.2695952226e-08
4.8600000000e+00	3.5424996270e-12	1.1886238026e-08
4.8700000000e+00	3.4233726964e-12	1.1103752838e-08
4.8800000000e+00	3.3040237213e-12	1.0348547416e-08
4.8900000000e+00	3.1855074134e-12	9.6204314356e-09
4.9000000000e+00	3.0670466167e-12	8.9193922089e-09
4.9100000000e+00	2.9491964426e-12	8.2452901649e-09
4.9200000000e+00	2.8316238243e-12	7.5980618622e-09
4.9300000000e+00	2.7144397841e-12	6.9776184830e-09
4.9400000000e+00	2.5973667661e-12	6.3839346508e-09
4.9500000000e+00	2.4807378374e-12	5.8169088594e-09
4.9600000000e+00	2.3645529978e-12	5.2764396027e-09
4.9700000000e+00	2.2484791806e-12	4.7625015043e-09
4.9800000000e+00	2.1327939415e-12	4.2750057462e-09
4.9900000000e+00	2.0173862580e-12	3.8138888872e-09
5.0000000000e+00	1.9018675523e-12	3.3791763039e-09
5.0100000000e+00	1.7869594693e-12	2.9707284252e-09
5.0200000000e+00	1.6721624085e-12	2.5885198746e-09
5.0300000000e+00	1.5576984147e-12	2.2324745227e-09
5.0400000000e+00	1.4432899320e-12	1.9025796811e-09
5.0500000000e+00	1.3289369605e-12	1.5988226616e-09
5.0600000000e+00	1.2149170558e-12	1.3211273345e-09
5.0700000000e+00	1.1011191958e-12	1.0694429469e-09
5.0800000000e+00	9.8721031350e-13	8.4379487524e-10
5.0900000000e+00	8.7363449808e-13	6.4410698997e-10
5.1000000000e+00	7.6005868266e-13	4.7037929107e-10
5.1100000000e+00	6.4648286724e-13	3.2261177856e-10
5.1200000000e+00	5.3318460758e-13	2.0074101112e-10
5.1300000000e+00	4.2005288137e-13	1.0472892395e-10
5.1400000000e+00	3.0681013286e-13	3.4600893579e-11
5.1500000000e+00	1.9340085089e-13	9.6050151959e-12
5.1600000000e+00	8.0213613529e-14	2.7939555431e-11
5.1700000000e+00	3.2862601529e-14	2.0428103653e-11
5.1800000000e+00	1.4610535004e-13	1.2967404928e-11
5.1900000000e+00	2.5940360970e-13	7.2259658574e-11
5.2000000000e+00	3.7275738052e-13	1.5746134555e-10
5.2100000000e+00	4.8594461788e-13	2.6853440106e-10
5.2200000000e+00	5.9929838869e-13	4.0551688991e-10
5.2300000000e+00	7.1265215951e-13	5.6840881208e-10
5.2400000000e+00	8.2617246377e-13	7.5724823237e-10
5.2500000000e+00	9.3980379035e-13	9.7206052731e-10
5.2600000000e+00	1.0536016504e-12	1.2128837617e-09
5.2700000000e+00	1.1674550215e-12	1.4797306237e-09
5.2800000000e+00	1.2815304373e-12	1.7726518666e-09
5.2900000000e+00	1.3954393197e-12	2.0916094253e-09
5.3000000000e+00	1.5096812689e-12	2.4366794297e-09
5.3100000000e+00	1.6244783296e-12	2.8079887621e-09
5.3200000000e+00	1.7392198792e-12	3.2055247345e-09
5.3300000000e+00	1.8538504065e-12	3.6292619703e-09
5.3400000000e+00	1.9691470676e-12	4.0793527286e-09
5.3500000000e+00	2.0844437287e-12	4.5557970095e-09
5.3600000000e+00	2.2001289679e-12	5.0586836307e-09
5.3700000000e+00	2.3160362517e-12	5.5880633454e-09
5.3800000000e+00	2.4323876247e-12	6.1440376596e-09
5.3900000000e+00	2.5486279753e-12	6.7265811968e-09
5.4000000000e+00	2.6655344598e-12	7.3358462162e-09
5.4100000000e+00	2.7824409443e-12	7.9718327178e-09
5.4200000000e+00	2.9000135626e-12	8.6346929606e-09
5.4300000000e+00	3.0179192478e-12	9.3245030744e-09
5.4400000000e+00	3.1358804442e-12	1.0041275747e-08
5.4500000000e+00	3.2546743078e-12	1.0785201303e-08
5.4600000000e+00	3.3734126603e-12	1.1556267054e-08
5.4700000000e+00	3.4929836801e-12	1.2354663324e-08
5.4800000000e+00	3.6124436775e-12	1.3180364736e-08
5.4900000000e+00	3.7327918534e-12	1.4033574303e-08
5.5000000000e+00	3.8534730962e-12	1.4914368153e-08
5.5100000000e+00	3.9744318947e-12	1.5822809729e-08
5.5200000000e+00	4.0961123382e-12	1.6759063978e-08
5.5300000000e+00	4.2181813598e-12	1.7723219717e-08
5.5400000000e+00	4.3406944705e-12	1.8715378453e-08
5.5500000000e+00	4.4637071817e-12	1.9735654381e-08
5.5600000000e+00	4.5872750043e-12	2.0784174382e-08
5.5700000000e+00	4.7116199831e-12	2.1861116092e-08
5.5800000000e+00	4.8360759841e-12	2.2966504888e-08
5.5900000000e+00	4.9615311859e-12	2.4100569159e-08
5.6000000000e+00	5.0874859880e-12	2.5263423100e-08
5.6100000000e+00	5.2138293682e-12	2.6455155527e-08
5.6200000000e+00	5.3407278600e-12	2.7675893323e-08
5.6300000000e+00	5.4684035078e-12	2.8925814125e-08
5.6400000000e+00	5.5969118229e-12	3.0205108256e-08
5.6500000000e+00	5.7256976937e-12	3.1513839157e-08
5.6600000000e+00	5.8553162319e-12	3.2852197153e-08
5.6700000000e+00	5.9858229484e-12	3.4220385256e-08
5.6800000000e+00	6.1164961984e-12	3.5618441530e-08
5.6900000000e+00	6.2480576268e-12	3.7046568987e-08
5.7000000000e+00	6.3805627448e-12	3.8504983329e-08
5.7100000000e+00	6.5137339966e-12	3.9993836814e-08
5.7200000000e+00	6.6475158711e-12	4.1513269013e-08
5.7300000000e+00	6.7819638794e-12	4.3063432185e-08
5.7400000000e+00	6.9174110884e-12	4.4644554720e-08
5.7500000000e+00	7.0533578977e-12	4.6256750811e-08
5.7600000000e+00	7.1900263521e-12	4.7900185405e-08
5.7700000000e+00	7.3278605406e-12	4.9575124958e-08
5.7800000000e+00	7.4661943295e-12	5.1281683661e-08
5.7900000000e+00	7.6053052744e-12	5.3020039153e-08
5.8000000000e+00	7.7453043978e-12	5.4790394444e-08
5.8100000000e+00	7.8863027220e-12	5.6592977923e-08
5.8200000000e+00	8.0278561576e-12	5.8427916473e-08
5.8300000000e+00	8.1702422605e-12	6.0295400419e-08
5.8400000000e+00	8.3135165418e-12	6.2195632771e-08
5.8500000000e+00	8.4576790016e-12	6.4128816543e-08
5.8600000000e+00	8.6027296398e-12	6.6095154746e-08
5.8700000000e+00	8.7483353894e-12	6.8094774264e-08
5.8800000000e+00	8.8952734068e-12	7.0127979614e-08
5.8900000000e+00	9.0426000021e-12	7.2194859614e-08
5.9000000000e+00	9.1912033540e-12	7.4295706095e-08
5.9100000000e+00	9.3403618173e-12	7.6430645939e-08
5.9200000000e+00	9.4905194814e-12	7.8599907535e-08
5.9300000000e+00	9.6415098128e-12	8.0803681206e-08
5.9400000000e+00	9.7933328114e-12	8.3042157278e-08
5.9500000000e+00	9.9462105219e-12	8.5315576825e-08
5.9600000000e+00	1.0099587833e-11	8.7624054044e-08
5.9700000000e+00	1.0254019855e-11	8.9967830011e-08
5.9800000000e+00	1.0409173523e-11	9.2347069674e-08
5.9900000000e+00	1.0565270880e-11	9.4761988732e-08
6.0000000000e+00	1.0722200905e-11	9.7212777510e-08
6.0100000000e+00	1.0879630530e-11	9.9699550203e-08
6.0200000000e+00	1.1038281400e-11	1.0222258595e-07
6.0300000000e+00	1.1197320848e-11	1.0478197357e-07
6.0400000000e+00	1.1357637053e-11	1.0737800490e-07
6.0500000000e+00	1.1518230814e-11	1.1001074337e-07
6.0600000000e+00	1.1679546219e-11	1.1268035394e-07
6.0700000000e+00	1.1841860825e-11	1.1538706498e-07
6.0800000000e+00	1.2004508498e-11	1.1813095264e-07
6.0900000000e+00	1.2168044350e-11	1.2091221992e-07
6.1000000000e+00	1.2332357358e-11	1.2373104446e-07
6.1100000000e+00	1.2496670365e-11	1.2658742626e-07
6.1200000000e+00	1.2661982574e-11	1.2948159370e-07
6.1300000000e+00	1.2827461315e-11	1.3241358486e-07
6.1400000000e+00	1.2993384146e-11	1.3538350124e-07
6.1500000000e+00	1.3159695555e-11	1.3839143165e-07
6.1600000000e+00	1.3326728610e-11	1.4143754104e-07
6.1700000000e+00	1.3493206552e-11	1.4452170254e-07
6.1800000000e+00	1.3660905740e-11	1.4764419528e-07
6.1900000000e+00	1.3828105327e-11	1.5080490507e-07
6.2000000000e+00	1.3994916337e-11	1.5400374309e-07
6.2100000000e+00	1.4162782058e-11	1.5724095042e-07
6.2200000000e+00	1.4329648579e-11	1.6051629867e-07
6.2300000000e+00	1.4496792655e-11	1.6382985127e-07
6.2400000000e+00	1.4663104064e-11	1.6718141792e-07
6.2500000000e+00	1.4829582007e-11	1.7057103666e-07
6.2600000000e+00	1.4995116260e-11	1.7399849181e-07
6.2700000000e+00	1.5159873357e-11	1.7746360572e-07
6.2800000000e+00	1.5324019831e-11	1.8096623882e-07
6.2900000000e+00	1.5487389149e-11	1.8450621348e-07
6.3000000000e+00	1.5649204155e-11	1.8808317443e-07
6.3100000000e+00	1.5810019960e-11	1.9169689328e-07
6.3200000000e+00	1.5969003897e-11	1.9534695131e-07
6.3300000000e+00	1.6126544544e-11	1.9903301864e-07
6.3400000000e+00	1.6282086790e-11	2.0275463848e-07
6.3500000000e+00	1.6435741657e-11	2.0651137943e-07
6.3600000000e+00	1.6586509943e-11	2.1030258170e-07
6.3700000000e+00	1.6735168806e-11	2.1412776314e-07
6.3800000000e+00	1.6881052112e-11	2.1798628934e-07
6.3900000000e+00	1.7023271681e-11	2.2187732286e-07
6.4000000000e+00	1.7162160582e-11	2.2580010243e-07
6.4100000000e+00	1.7297385746e-11	2.2975379060e-07
6.4200000000e+00	1.7428281041e-11	2.3373739769e-07
6.4300000000e+00	1.7554513398e-11	2.3774985790e-07
6.4400000000e+00	1.7675860775e-11	2.4179005464e-07
6.4500000000e+00	1.7792156637e-11	2.4585683330e-07
6.4600000000e+00	1.7901957694e-11	2.4994870935e-07
6.4700000000e+00	1.8006596214e-11	2.5406450277e-07
6.4800000000e+00	1.8102741528e-11	2.5820227226e-07
6.4900000000e+00	1.8191892437e-11	2.6236041910e-07
6.5000000000e+00	1.8272938718e-11	2.6653709081e-07
6.5100000000e+00	1.8345547304e-11	2.7073035877e-07
6.5200000000e+00	1.8408774505e-11	2.7493807865e-07
6.5300000000e+00	1.8461177032e-11	2.7915777626e-07
6.5400000000e+00	1.8502754884e-11	2.8338697738e-07
6.5500000000e+00	1.8532286816e-11	2.8762292865e-07
6.5600000000e+00	1.8549550784e-11	2.9186282597e-07
6.5700000000e+00	1.8553270031e-11	2.9610357341e-07
6.5800000000e+00	1.8541335134e-11	3.0034159287e-07
6.5900000000e+00	1.8513468536e-11	3.0457324282e-07
6.6000000000e+00	1.8468504503e-11	3.0879461527e-07
6.6100000000e+00	1.8405554858e-11	3.1300159924e-07
6.6200000000e+00	1.8322288131e-11	3.1718955082e-07
6.6300000000e+00	1.8217816145e-11	3.2135362308e-07
6.6400000000e+00	1.8089807430e-11	3.2548843620e-07
6.6500000000e+00	1.7937484831e-11	3.2958843274e-07
6.6600000000e+00	1.7759294035e-11	3.3364769994e-07
6.6700000000e+00	1.7551959886e-11	3.3765957649e-07
6.6800000000e+00	1.7313595002e-11	3.4161696963e-07
6.6900000000e+00	1.7043477740e-11	3.4551262169e-07
6.7000000000e+00	1.6737777830e-11	3.4933839948e-07
6.7100000000e+00	1.6393608693e-11	3.5308551004e-07
6.7200000000e+00	1.6008527837e-11	3.5674460211e-07
6.7300000000e+00	1.5580592372e-11	3.6030588037e-07
6.7400000000e+00	1.5105028339e-11	3.6375845828e-07
6.7500000000e+00	1.4579171204e-11	3.6709084026e-07
6.7600000000e+00	1.3999579274e-11	3.7029074410e-07
6.7700000000e+00	1.3360423878e-11	3.7334455527e-07
6.7800000000e+00	1.2659207016e-11	3.7623808830e-07
6.7900000000e+00	1.1890599616e-11	3.7895593964e-07
6.8000000000e+00	1.1048828519e-11	3.8148138616e-07
6.8100000000e+00	1.0129175276e-11	3.8379662623e-07
6.8200000000e+00	9.1259777513e-12	3.8588256400e-07
6.8300000000e+00	8.0332407393e-12	3.8771873331e-07
6.8400000000e+00	6.8413608112e-12	3.8928247292e-07
6.8500000000e+00	5.5461746307e-12	3.9055016998e-07
6.8600000000e+00	4.1374681459e-12	3.9149587699e-07
6.8700000000e+00	2.6080249071e-12	3.9209199697e-07
6.8800000000e+00	9.4724228461e-13	3.9230850949e-07
6.8900000000e+00	8.5420559515e-13	3.9211326249e-07
6.9000000000e+00	2.8087532300e-12	3.9147126176e-07
6.9100000000e+00	4.9281689840e-12	3.9034482313e-07
6.9200000000e+00	7.2242767324e-12	3.8869355988e-07
6.9300000000e+00	9.7111207964e-12	3.8647387512e-07
6.9400000000e+00	1.2406353722e-11	3.8363813713e-07
6.9500000000e+00	1.5323631253e-11	3.8013559284e-07
6.9600000000e+00	1.8482548825e-11	3.7591101026e-07
6.9700000000e+00	2.1903145964e-11	3.7090457689e-07
6.9800000000e+00	2.5606461396e-11	3.6505167143e-07
6.9900000000e+00	2.9616864516e-11	3.5828210240e-07
7.0000000000e+00	3.3957892054e-11	3.5052029850e-07
7.0100000000e+00	3.8658298784e-11	3.4168411592e-07
7.0200000000e+00	4.3749337486e-11	3.3168426735e-07
7.0300000000e+00	4.9262260937e-11	3.2042432200e-07
7.0400000000e+00	5.5235316321e-11	3.0779910684e-07
7.0500000000e+00	6.1705807131e-11	2.9369492235e-07
7.0600000000e+00	6.8717365131e-11	2.7798809603e-07
7.0700000000e+00	7.6318729114e-11	2.6054381509e-07
7.0800000000e+00	8.4559248492e-11	2.4121598687e-07
7.0900000000e+00	9.3496987930e-11	2.1984524677e-07
7.1000000000e+00	1.0319267663e-10	1.9625834925e-07
7.1100000000e+00	1.1371503739e-10	1.7026634071e-07
7.1200000000e+00	1.2513723391e-10	1.4166354439e-07
7.1300000000e+00	1.3754319905e-10	1.1022509889e-07
7.1400000000e+00	1.5101841999e-10	7.5706602891e-08
7.1500000000e+00	1.6566231720e-10	3.7840930389e-08
7.1600000000e+00	1.8158125004e-10	3.6633553334e-09
7.1700000000e+00	1.9889451197e-10	4.9124958070e-08
7.1800000000e+00	2.1772872394e-10	9.8891523541e-08
7.1900000000e+00	2.3822605000e-10	1.5334319211e-07
7.2000000000e+00	2.6053981195e-10	2.1289514913e-07
7.2100000000e+00	2.8483748693e-10	2.7800086043e-07
7.2200000000e+00	3.1130076295e-10	3.4915532053e-07
7.2300000000e+00	3.4013203365e-10	4.2689978536e-07
7.2400000000e+00	3.7154423982e-10	5.1182418304e-07
7.2500000000e+00	4.0577396998e-10	6.0457251903e-07
7.2600000000e+00	4.4306835978e-10	7.0584528698e-07
7.2700000000e+00	4.8369597216e-10	8.1640436633e-07
7.2800000000e+00	5.2794291161e-10	9.3707703184e-07
7.2900000000e+00	5.7610172188e-10	1.0687574254e-06
7.3000000000e+00	6.2848015681e-10	1.2124100327e-06
7.3100000000e+00	6.8538485998e-10	1.3690694293e-06
7.3200000000e+00	7.4711614673e-10	1.5398388342e-06
7.3300000000e+00	8.1394868623e-10	1.7258842482e-06
7.3400000000e+00	8.8611307181e-10	1.9284243789e-06
7.3500000000e+00	9.6376440162e-10	2.1487133850e-06
7.3600000000e+00	1.0469337619e-09	2.3880125306e-06
7.3700000000e+00	1.1354742702e-09	2.6475495066e-06
7.3800000000e+00	1.2289552709e-09	2.9284535685e-06
7.3900000000e+00	1.3265595289e-09	3.2316671751e-06
7.4000000000e+00	1.4268906057e-09	3.5578135993e-06
7.4100000000e+00	1.5277433763e-09	3.9070120853e-06
7.4200000000e+00	1.6257404312e-09	4.2786098981e-06
7.4300000000e+00	1.7158635623e-09	4.6708072838e-06
7.4400000000e+00	1.7907503258e-09	5.0801216440e-06
7.4500000000e+00	1.8397245949e-09	5.5006301228e-06
7.4600000000e+00	1.8474101138e-09	5.9228952917e-06
7.4700000000e+00	1.7917303197e-09	6.3324336505e-06
7.4800000000e+00	1.6410479642e-09	6.7075303280e-06
7.4900000000e+00	1.3500462970e-09	7.0161123387e-06
7.5000000000e+00	8.5371287817e-10	7.2112467109e-06
7.5100000000e+00	5.8602012132e-11	7.2246414565e-06
7.5200000000e+00	1.1699445857e-09	6.9572255512e-06
7.5300000000e+00	3.0267290896e-09	6.2654017593e-06
7.5400000000e+00	5.7945626075e-09	4.9409303062e-06
7.5500000000e+00	9.8855883479e-09	2.6813672552e-06
7.5600000000e+00	1.5902685613e-08	9.5353231343e-07
7.5700000000e+00	2.4730422377e-08	6.6062002852e-06
7.5800000000e+00	3.7669483977e-08	1.5216368051e-05
7.5900000000e+00	5.6633184364e-08	2.8161095906e-05
7.6000000000e+00	8.4429895741e-08	4.7459357790e-05
7.6100000000e+00	1.2515649095e-07	7.6066555721e-05
7.6200000000e+00	1.8471690821e-07	1.1828756331e-04
7.6300000000e+00	2.7143699799e-07	1.8033030571e-04
7.6400000000e+00	3.9663143214e-07	2.7098891877e-04
7.6500000000e+00	5.7472247050e-07	4.0235405489e-04
7.6600000000e+00	8.2202167162e-07	5.9024472269e-04
7.6700000000e+00	1.1525320320e-06	8.5368061572e-04
7.6800000000e+00	1.5683894610e-06	1.2121696354e-03
7.6900000000e+00	2.0429874219e-06	1.6791381889e-03
7.7000000000e+00	2.4989498746e-06	2.2503267317e-03
7.7100000000e+00	2.7936439220e-06	2.8888739139e-03
7.7200000000e+00	2.7386133157e-06	3.5148426717e-03
7.7300000000e+00	2.1776745980e-06	4.0125968656e-03
7.7400000000e+00	1.1053989057e-06	4.2652594726e-03
7.7500000000e+00	2.6194428893e-07	4.2053864923e-03
7.7600000000e+00	1.5572454393e-06	3.8494446776e-03
7.7700000000e+00	2.4515725179e-06	3.2890852449e-03
7.7800000000e+00	2.8120539355e-06	2.6463300597e-03
7.7900000000e+00	2.7138909293e-06	2.0260121330e-03
7.8000000000e+00	2.3382604670e-06	1.4915525976e-03
7.8100000000e+00	1.8622058242e-06	1.0659055521e-03
7.8200000000e+00	1.4037216887e-06	7.4505488042e-04
7.8300000000e+00	1.0186572603e-06	5.1221893520e-04
7.8400000000e+00	7.2043439570e-07	3.4754821619e-04
7.8500000000e+00	5.0091687243e-07	2.3305293106e-04
7.8600000000e+00	3.4446378638e-07	1.5431835132e-04
7.8700000000e+00	2.3518416792e-07	1.0056197008e-04
7.8800000000e+00	1.5977374446e-07	6.4042257059e-05
7.8900000000e+00	1.0808635831e-07	3.9336803732e-05
7.9000000000e+00	7.2775919957e-08	2.2702307742e-05
7.9100000000e+00	4.8682468945e-08	1.1574886269e-05
7.9200000000e+00	3.2244893866e-08	4.2046248134e-06
7.9300000000e+00	2.1029077368e-08	6.0202144222e-07
7.9400000000e+00	1.3378680608e-08	3.6600055811e-06
7.9500000000e+00	8.1678028785e-09	5.5269319534e-06
7.9600000000e+00	4.6302581769e-09	6.5852766795e-06
7.9700000000e+00	2.2432897762e-09	7.0980286284e-06
7.9800000000e+00	6.4906080510e-10	7.2463853838e-06
7.9900000000e+00	3.9832714904e-10	7.1553391783e-06
8.0000000000e+00	1.0684917395e-09	6.9111124950e-06
8.0100000000e+00	1.4788692493e-09	6.5730852380e-06
8.0200000000e+00	1.7110145523e-09	6.1819961975e-06
8.0300000000e+00	1.8217138908e-09	5.7656044510e-06
8.0400000000e+00	1.8505885713e-09	5.3426127776e-06
8.0500000000e+00	1.8252896972e-09	4.9254037039e-06
8.0600000000e+00	1.7651149431e-09	4.5219488598e-06
8.0700000000e+00	1.6834894589e-09	4.1371512692e-06
8.0800000000e+00	1.5897034800e-09	3.7737904738e-06
8.0900000000e+00	1.4901536671e-09	3.4331839213e-06
8.1000000000e+00	1.3891727768e-09	3.1156587152e-06
8.1100000000e+00	1.2896511636e-09	2.8208813063e-06
8.1200000000e+00	1.1934624400e-09	2.5480898915e-06
8.1300000000e+00	1.1017572410e-09	2.2962596650e-06
8.1400000000e+00	1.0151952612e-09	2.0642150338e-06
8.1500000000e+00	9.3408136781e-10	1.8507107212e-06
8.1600000000e+00	8.5849360953e-10	1.6544836104e-06
8.1700000000e+00	7.8834472284e-10	1.4742905309e-06
8.1800000000e+00	7.2344874535e-10	1.3089308177e-06
8.1900000000e+00	6.6355820838e-10	1.1572603701e-06
8.2000000000e+00	6.0838123428e-10	1.0182018022e-06
8.2100000000e+00	5.5761639750e-10	8.9074662567e-07
8.2200000000e+00	5.1095550013e-10	7.7395679706e-07
8.2300000000e+00	4.6809611742e-10	6.6696339880e-07
8.2400000000e+00	4.2874792605e-10	5.6896387284e-07
8.2500000000e+00	3.9262959550e-10	4.7921996530e-07
8.2600000000e+00	3.5948266586e-10	3.9705249882e-07
8.2700000000e+00	3.2906144476e-10	3.2183845430e-07
8.2800000000e+00	3.0113922467e-10	2.5300663152e-07
8.2900000000e+00	2.7550789428e-10	1.9003339854e-07
8.3000000000e+00	2.5197272047e-10	1.3243963386e-07
8.3100000000e+00	2.3035806596e-10	7.9786361645e-08
8.3200000000e+00	2.1049950671e-10	3.1672188681e-08
8.3300000000e+00	1.9225038228e-10	1.2270755840e-08
8.3400000000e+00	1.7547169273e-10	5.2378571322e-08
8.3500000000e+00	1.6004236825e-10	8.8959684064e-08
8.3600000000e+00	1.4584744523e-10	1.2229624297e-07
8.3700000000e+00	1.3278478317e-10	1.5264705056e-07
8.3800000000e+00	1.2075540567e-10	1.8024828614e-07
8.3900000000e+00	1.0967993180e-10	2.0531798484e-07
8.4000000000e+00	9.9475205850e-11	2.2805517474e-07
8.4100000000e+00	9.0069895986e-11	2.4864257954e-07
8.4200000000e+00	8.1399664786e-11	2.6724821721e-07
8.4300000000e+00	7.3404060608e-11	2.8402628820e-07
8.4400000000e+00	6.6029515189e-11	2.9911874882e-07
8.4500000000e+00	5.9224902760e-11	3.1265586945e-07
8.4600000000e+00	5.2945869911e-11	3.2475778257e-07
8.4700000000e+00	4.7149006921e-11	3.3553469844e-07
8.4800000000e+00	4.1797398875e-11	3.4508838961e-07
8.4900000000e+00	3.6857128460e-11	3.5351287612e-07
8.5000000000e+00	3.2293834273e-11	3.6089432395e-07
8.5100000000e+00	2.8079927272e-11	3.6731259304e-07
8.5200000000e+00	2.4186985748e-11	3.7284104693e-07
8.5300000000e+00	2.0592028083e-11	3.7754779620e-07
8.5400000000e+00	1.7271184483e-11	3.8149549551e-07
8.5500000000e+00	1.4204637466e-11	3.8474226979e-07
8.5600000000e+00	1.1372958131e-11	3.8734180308e-07
8.5700000000e+00	8.7584939301e-12	3.8934374455e-07
8.5800000000e+00	6.3440919185e-12	3.9079382270e-07
8.5900000000e+00	4.1150971519e-12	3.9173441633e-07
8.6000000000e+00	2.0600743333e-12	3.9220529047e-07
8.6100000000e+00	1.6403545189e-13	3.9224278428e-07
8.6200000000e+00	1.5839551892e-12	3.9188073738e-07
8.6300000000e+00	3.1946667534e-12	3.9115052784e-07
8.6400000000e+00	4.6784243146e-12	3.9008117371e-07
8.6500000000e+00	6.0431659676e-12	3.8869987863e-07
8.6600000000e+00	7.2989947419e-12	3.8703153698e-07
8.6700000000e+00	8.4527940203e-12	3.8509946977e-07
8.6800000000e+00	9.5120578081e-12	3.8292528513e-07
8.6900000000e+00	1.0483058865e-11	3.8052915739e-07
8.7000000000e+00	1.1372014441e-11	3.7792983980e-07
8.7100000000e+00	1.2185585874e-11	3.7514456303e-07
8.7200000000e+00	1.2929102233e-11	3.7218933967e-07
8.7300000000e+00	1.3606116234e-11	3.6907937024e-07
8.7400000000e+00	1.4222512057e-11	3.6582851034e-07
8.7500000000e+00	1.4781731394e-11	3.6244982888e-07
8.7600000000e+00	1.5288714739e-11	3.5895526551e-07
8.7700000000e+00	1.5745904580e-11	3.5535620161e-07
8.7800000000e+00	1.6157075677e-11	3.5166315574e-07
8.7900000000e+00	1.6526724433e-11	3.4788561872e-07
8.8000000000e+00	1.6855572493e-11	3.4403291644e-07
8.8100000000e+00	1.7148393816e-11	3.4011328357e-07
8.8200000000e+00	1.7406631692e-11	3.3613462490e-07
8.8300000000e+00	1.7632062477e-11	3.3210443919e-07
